Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate
52,Shaun King\shaun-king-1,Tulane,CUSA,11,199,363,54.8,2567,7.1,6.7,24,14,128.3
53,Bernard Oden\bernard-oden-1,Memphis,CUSA,11,170,316,53.8,2249,7.1,6.6,12,9,120.4
54,Ortege Jenkins\ortege-jenkins-1,Arizona,Pac-10,10,115,235,48.9,1669,7.1,7.8,19,5,131
55,Justin Vedder\justin-vedder-1,California,Pac-10,11,221,390,56.7,2718,7,6.4,20,14,125
56,Brian Brennan\brian-brennan-2,Idaho,Big West,10,218,387,56.3,2708,7,7.4,19,5,128.7
57,Brian Kuklick\brian-kuklick-1,Wake Forest,ACC,9,190,312,60.9,2180,7,6.4,15,11,128.4
58,Ron Powlus\ron-powlus-1,Notre Dame,Ind,12,182,298,61.1,2078,7,6.5,9,7,124.9
59,Chris Redman\chris-redman-1,Louisville,CUSA,11,261,445,58.7,3079,6.9,6.3,18,14,123.8
60,Jon Denton\jon-denton-1,UNLV,WAC,9,199,374,53.2,2586,6.9,5.8,18,17,118.1
61,Tim Crowley\tim-crowley-1,Central Michigan,MAC,10,148,321,46.1,2204,6.9,6.1,11,10,108.9
62,John Fox\john-fox-1,USC,Pac-10,11,153,280,54.6,1940,6.9,6.5,12,8,121.3
63,Tim Hughes\tim-hughes-1,Northwestern,Big Ten,12,142,270,52.6,1862,6.9,6.7,11,6,119.5
64,Brian Cummings\brian-cummings-1,Maryland,ACC,11,154,255,60.4,1760,6.9,6.6,10,6,126.6
65,Akili Smith*\akili-smith-1,Oregon,Pac-10,11,108,200,54,1385,6.9,6.7,13,7,126.6
66,Chris Wallace\chris-wallace-1,Toledo,MAC,12,232,433,53.6,2955,6.8,7.1,27,9,127.3
67,Jason Mills\jason-mills-1,North Texas,Big West,11,127,245,51.8,1667,6.8,6.2,13,9,119.2
68,Matt Wyatt\matt-wyatt-1,Mississippi State,SEC,11,92,201,45.8,1369,6.8,4,6,15,97.9
69,Todd Bandhauer\todd-bandhauer-1,Iowa State,Big 12,11,180,374,48.1,2514,6.7,6.7,20,9,117.4
70,Chad Hutchinson\chad-hutchinson-1,Stanford,Pac-10,11,189,315,60,2101,6.7,5.9,10,10,120.2
71,Todd Schultz*\todd-schultz-1,Michigan State,Big Ten,12,177,299,59.2,2003,6.7,5.3,18,17,124
72,Bob Niemet\bob-niemet-1,Bowling Green State,MAC,9,133,256,52,1723,6.7,5.9,8,8,112.6
73,Anthony Wright\anthony-wright-4,South Carolina,SEC,9,139,252,55.2,1685,6.7,7.2,18,5,130.9
74,Cory Sauter\cory-sauter-1,Minnesota,Big Ten,12,126,234,53.8,1576,6.7,5.7,8,9,114
75,Clint Stoerner\clint-stoerner-1,Arkansas,SEC,11,173,357,48.5,2347,6.6,5.6,12,13,107.5
76,Ty Houghtaling\ty-houghtaling-1,New Mexico State,Big West,11,152,301,50.5,1985,6.6,5.9,10,9,110.9
77,Jay Rodgers\jay-rodgers-1,Indiana,Big Ten,11,192,330,58.2,2156,6.5,5,6,14,110.6
78,Freddie Kitchens\freddie-kitchens-1,Alabama,SEC,11,121,237,51.1,1545,6.5,6.7,11,4,117.8
79,Lee Roberts*\lee-roberts-1,Southern Mississippi,CUSA,12,194,350,55.4,2248,6.4,6.2,16,9,119.3
80,Jay Stoner\jay-stoner-1,Wyoming,WAC,11,149,299,49.8,1890,6.3,5.4,8,10,105.1
81,James Brown\james-brown-3,Texas,Big 12,10,133,267,49.8,1676,6.3,4.8,5,11,100.5
82,Daniel Jeremiah\daniel-jeremiah-1,Louisiana-Monroe,Ind,10,120,229,52.4,1450,6.3,5.7,9,7,112.4
83,Dan O'Dell\dan-odell-1,San Jose State,WAC,9,87,180,48.3,1130,6.3,5.2,13,10,113.8
84,Zebbie Lethridge\zebbie-lethridge-1,Texas Tech,Big 12,11,134,261,51.3,1622,6.2,6,6,4,108.1
85,Chad Plummer*\chad-plummer-1,Cincinnati,CUSA,12,87,190,45.8,1176,6.2,4.5,6,10,97.7
86,Jason McKinley\jason-mckinley-1,Houston,CUSA,11,166,314,52.9,1910,6.1,5.1,9,11,106.4
87,Jeff Watson\jeff-watson-1,Baylor,Big 12,11,143,260,55,1550,6,5,5,8,105.3
88,Brian Vye\brian-vye-1,San Jose State,WAC,10,78,169,46.2,1019,6,5,5,6,99.5
89,Mike McMahon\mike-mcmahon-1,Rutgers,Big East,9,104,212,49.1,1259,5.9,4,6,12,97
90,Dan Gonzalez\dan-gonzalez-1,East Carolina,CUSA,11,253,431,58.7,2510,5.8,5.5,16,10,115.2
91,Billy Volek\billy-volek-1,Fresno State,WAC,12,178,318,56,1853,5.8,6,17,6,118.8
92,Damian Allen\damian-allen-1,Vanderbilt,SEC,11,128,283,45.2,1544,5.5,4.4,8,10,93.3
93,Tim Alexander\tim-alexander-1,Oregon State,Pac-10,11,157,327,48,1745,5.3,3.8,6,14,90.3
94,Jeff Dover\jeff-dover-1,Texas Christian,WAC,10,97,199,48.7,1063,5.3,4.9,5,4,97.9
95,Bobby Campbell\bobby-campbell-1,Duke,ACC,9,85,176,48.3,925,5.3,2.9,2,10,84.8
