Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate
26,Tim Rattay\tim-rattay-1,Louisiana Tech,Ind,10,342,516,66.3,3922,7.6,7.9,35,12,147.9
27,Doug Johnson\doug-johnson-3,Florida,SEC,11,190,337,56.4,2574,7.6,7.1,20,13,132.4
28,David Garrard\david-garrard-1,East Carolina,CUSA,11,181,312,58,2359,7.6,6.7,14,12,128.6
29,Tee Martin\tee-martin-1,Tennessee,SEC,11,165,305,54.1,2317,7.6,7.1,12,9,125
30,Billy Cockerham*\billy-cockerham-1,Minnesota,Big Ten,12,147,276,53.3,2091,7.6,7,15,10,127.6
31,Sage Rosenfels\sage-rosenfels-1,Iowa State,Big 12,11,127,235,54,1781,7.6,6.3,10,11,122.4
32,Chris Redman\chris-redman-1,Louisville,CUSA,11,317,489,64.8,3647,7.5,7.4,29,13,141.7
33,Marques Tuiasosopo\marques-tuiasosopo-1,Washington,Pac-10,11,171,295,58,2221,7.5,6.7,12,11,127.2
34,Tom Brady\tom-brady-1,Michigan,Big Ten,11,180,295,61,2217,7.5,7.7,16,6,138
35,A.J. Feeley*\aj-feeley-1,Oregon,Pac-10,10,136,259,52.5,1951,7.5,7.6,14,6,129
36,Tim Hasselbeck\tim-hasselbeck-1,Boston College,Big East,11,145,260,55.8,1940,7.5,7.1,11,7,127
37,Woodrow Dantzler*\woodrow-dantzler-1,Clemson,ACC,10,112,201,55.7,1506,7.5,7,9,6,127.5
38,Romaro Miller*\romaro-miller-1,Ole Miss,SEC,12,165,298,55.4,2201,7.4,7.1,16,9,129.1
39,Ryan Kealy*\ryan-kealy-1,Arizona State,Pac-10,11,148,267,55.4,1976,7.4,6.5,10,10,122.5
40,Kenny Kelly\kenny-kelly-1,Miami (FL),Big East,9,141,259,54.4,1913,7.4,6.1,15,14,124.8
41,Matt Newton\matt-newton-1,Colorado State,MWC,11,193,324,59.6,2368,7.3,6.6,18,13,131.3
42,Jack Hawley\jack-hawley-1,San Diego State,MWC,11,145,266,54.5,1942,7.3,6.7,15,10,126.9
43,Wayne Madkin\wayne-madkin-1,Mississippi State,SEC,11,135,257,52.5,1884,7.3,6.2,10,11,118.4
44,Major Applewhite*\major-applewhite-1,Texas,Big 12,13,271,467,58,3357,7.2,7.2,21,9,129.4
45,Jonathan Smith*\jonathan-smith-2,Oregon State,Pac-10,12,207,425,48.7,3053,7.2,7.1,15,7,117.4
46,Billy Volek\billy-volek-1,Fresno State,WAC,12,235,355,66.2,2559,7.2,8.5,30,3,152.9
47,Pete Shepherd\pete-shepherd-1,Central Michigan,MAC,11,171,320,53.4,2295,7.2,6,9,12,115.5
48,Clint Stoerner\clint-stoerner-1,Arkansas,SEC,11,177,317,55.8,2293,7.2,7,19,10,130.1
49,Steve Bellisari\steve-bellisari-1,Ohio State,Big Ten,12,101,224,45.1,1616,7.2,6.5,12,9,115.3
50,Drew Brees*\drew-brees-1,Purdue,Big Ten,12,337,554,60.8,3909,7.1,7,25,12,130.7
51,Quincy Carter\quincy-carter-1,Georgia,SEC,11,216,380,56.8,2713,7.1,7.3,17,6,128.4
52,Bill Burke*\bill-burke-1,Michigan State,Big Ten,12,173,312,55.4,2214,7.1,5.8,20,18,124.7
53,Calvin McCall\calvin-mccall-1,Maryland,ACC,9,93,179,52,1264,7.1,6.9,5,3,117.1
54,Dusty Bonner\dusty-bonner-1,Kentucky,SEC,11,303,465,65.2,3266,7,6.9,26,13,137
55,Dan Robinson\dan-robinson-1,Hawaii,WAC,12,288,556,51.8,3853,6.9,6.5,28,18,120.2
56,Josh Heupel\josh-heupel-1,Oklahoma,Big 12,11,310,500,62,3460,6.9,6.8,30,15,133.9
57,Jamie Barnette\jamie-barnette-1,North Carolina State,ACC,12,171,338,50.6,2320,6.9,6.4,13,9,115.6
58,Greg Zolman\greg-zolman-1,Vanderbilt,SEC,11,154,300,51.3,2059,6.9,5.1,10,16,109.3
59,Vic Penn\vic-penn-1,UCF,Ind,11,262,455,57.6,3078,6.8,6.4,16,11,121.2
60,Kurt Kittner*\kurt-kittner-1,Illinois,Big Ten,12,216,396,54.5,2702,6.8,7.5,24,5,129.3
61,Andrew Zow\andrew-zow-1,Alabama,SEC,11,148,264,56.1,1799,6.8,6.2,12,9,121.5
62,Cleo Lemon\cleo-lemon-1,Arkansas State,Big West,10,105,230,45.7,1569,6.8,6.6,15,8,117.5
63,Rob Peters\rob-peters-1,Texas Tech,Big 12,10,105,211,49.8,1437,6.8,5.3,9,11,110.6
64,Cory Paus\cory-paus-1,UCLA,Pac-10,9,95,197,48.2,1336,6.8,5.4,7,9,107.8
65,John Turman\john-turman-1,Pitt,Big East,11,92,192,47.9,1301,6.8,5.7,10,9,112.6
66,Wes Counts\wes-counts-1,Middle Tennessee State,Ind,11,249,390,63.8,2603,6.7,5.9,14,13,125.1
67,Ben Sankey\ben-sankey-1,Wake Forest,ACC,11,133,224,59.4,1496,6.7,5.7,9,9,120.7
68,Patrick Ramsey\patrick-ramsey-1,Tulane,CUSA,11,310,513,60.4,3410,6.6,5.5,25,24,123
69,Steve Birnbaum\steve-birnbaum-1,Washington State,Pac-10,11,174,307,56.7,2022,6.6,6.6,11,5,120.6
70,Deontey Kenner\deontey-kenner-1,Cincinnati,CUSA,10,208,379,54.9,2430,6.4,5.4,14,15,113
71,Chris Kasteler\chris-kasteler-1,San Jose State,WAC,10,193,350,55.1,2239,6.4,5.2,13,15,112.6
72,Jason McKinley\jason-mckinley-1,Houston,CUSA,11,148,257,57.6,1651,6.4,5.1,5,10,110.2
73,Jose Davis\jose-davis-1,Kent State,MAC,11,180,315,57.1,1969,6.3,6.1,16,8,121.3
74,Scott Mullen\scott-mullen-1,Iowa,Big Ten,9,126,226,55.8,1415,6.3,5.3,5,7,109.5
75,Walter Church\walter-church-1,Eastern Michigan,MAC,10,178,332,53.6,2015,6.1,4.9,8,12,105.3
76,Dylen Smith\dylen-smith-1,Kansas,Big 12,12,135,263,51.3,1599,6.1,5.8,12,7,112.1
77,Josh McCown\josh-mccown-1,SMU,WAC,10,125,234,53.4,1434,6.1,5.1,11,10,111.9
78,Josh Blankenship\josh-blankenship-1,Tulsa,WAC,10,119,235,50.6,1416,6,3.7,7,15,98.3
79,Jim Dougherty\jim-dougherty-1,Missouri,Big 12,11,109,219,49.8,1304,6,4.9,4,7,99.4
80,Joe Freedy\joe-freedy-1,Buffalo,MAC,11,151,299,50.5,1775,5.9,4.8,8,11,101.8
81,Brian Conn\brian-conn-1,Ball State,MAC,11,150,257,58.4,1525,5.9,4.3,10,14,110.2
82,Tavares Bolden\tavares-bolden-1,Toledo,MAC,11,123,229,53.7,1354,5.9,5.2,8,7,108.8
83,Sean Stein\sean-stein-1,New Mexico,MWC,9,141,272,51.8,1584,5.8,5.1,11,9,107.5
84,Jeff Crosbie\jeff-crosbie-1,Utah State,Big West,11,169,361,46.8,2007,5.6,4,10,17,93.2
85,Josh Booty\josh-booty-1,LSU,SEC,10,162,333,48.6,1830,5.5,3.3,7,19,90.3
86,Daniel Dixon\daniel-dixon-1,UAB,CUSA,10,127,245,51.8,1347,5.5,4.2,7,10,99.3
87,Andy Chance\andy-chance-1,Louisiana-Monroe,Ind,11,141,246,57.3,1327,5.4,4.3,5,8,102.8
88,Jermaine Alfred\jermaine-alfred-1,Baylor,Big 12,11,111,228,48.7,1230,5.4,4,4,9,91.9
89,Derek Dyer\derek-dyer-1,Louisiana,Ind,10,90,203,44.3,1066,5.3,3.4,4,10,85.1
90,Kyle Boller\kyle-boller-1,California,Pac-10,10,100,259,38.6,1303,5,3.1,9,15,80.8
91,Devin Scott\devin-scott-1,Temple,Big East,11,222,368,60.3,1815,4.9,4.1,12,12,106
