Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate
25,David Garrard\david-garrard-1,East Carolina,CUSA,11,157,255,61.6,2091,8.2,8.1,14,7,143.1
26,Kevin Feterik\kevin-feterik-1,Brigham Young,WAC,13,202,336,60.1,2718,8.1,8.2,16,6,140.2
27,Tee Martin\tee-martin-1,Tennessee,SEC,12,153,267,57.3,2164,8.1,8.5,19,6,144.4
28,Herb Tyler\herb-tyler-1,LSU,SEC,10,153,250,61.2,2018,8.1,8.3,18,7,147.2
29,Aaron Brooks\aaron-brooks-1,Virginia,ACC,11,156,290,53.8,2319,8,7.4,12,9,128.4
30,Mike McMahon\mike-mcmahon-1,Rutgers,Big East,11,143,276,51.8,2203,8,6.2,12,16,121.6
31,Scott Mutryn\scott-mutryn-1,Boston College,Big East,11,171,286,59.8,2218,7.8,6.9,12,11,131.1
32,Tim Couch\tim-couch-1,Kentucky,SEC,11,400,553,72.3,4275,7.7,7.8,36,15,153.3
33,Andrew Zow\andrew-zow-1,Alabama,SEC,11,143,256,55.9,1969,7.7,7.3,11,7,129.2
34,Wayne Madkin\wayne-madkin-1,Mississippi State,SEC,12,96,199,48.2,1532,7.7,6.8,11,9,122.1
35,Mike Moschetti\mike-moschetti-1,Colorado,Big 12,11,162,276,58.7,2104,7.6,7.6,15,7,135.6
36,Deontey Kenner\deontey-kenner-1,Cincinnati,CUSA,10,148,270,54.8,2047,7.6,5.9,6,13,116.2
37,Billy Volek\billy-volek-1,Fresno State,WAC,11,151,261,57.9,1973,7.6,7.8,10,3,131.7
38,John Welsh\john-welsh-1,Idaho,Big West,9,98,182,53.8,1387,7.6,6.4,11,10,126.8
39,Walter Church\walter-church-1,Eastern Michigan,MAC,9,213,355,60,2650,7.5,6.7,13,12,128
40,Tom Brady\tom-brady-1,Michigan,Big Ten,12,200,323,61.9,2427,7.5,7,14,10,133.1
41,Jay Stoner\jay-stoner-1,Wyoming,WAC,11,183,316,57.9,2373,7.5,6.8,11,10,126.1
42,Carson Palmer*\carson-palmer-1,USC,Pac-10,13,130,235,55.3,1755,7.5,6.9,7,6,122.8
43,Kevin Thompson\kevin-thompson-2,Penn State,Big Ten,11,121,226,53.5,1691,7.5,6.4,6,8,118.1
44,Tony Lindsay\tony-lindsay-1,Oklahoma State,Big 12,11,97,196,49.5,1442,7.4,6.7,7,6,117
45,Jonathan Crosswhite\jonathan-crosswhite-1,Utah,WAC,10,128,221,57.9,1615,7.3,6.4,10,9,126.1
46,Zac Wegner\zac-wegner-1,Kansas,Big 12,9,91,186,48.9,1367,7.3,6.7,7,6,116.6
47,Bill Burke\bill-burke-1,Michigan State,Big Ten,12,195,358,54.5,2595,7.2,7.1,19,10,127.3
48,Mike Bath\mike-bath-1,Miami (OH),MAC,11,108,209,51.7,1500,7.2,6.6,12,8,123.3
49,Corby Jones\corby-jones-1,Missouri,Big 12,11,87,178,48.9,1281,7.2,6.9,9,5,120.4
50,Ryan Eslinger\ryan-eslinger-1,Colorado State,WAC,12,206,336,61.3,2386,7.1,6.5,14,11,128.2
51,Steve Birnbaum\steve-birnbaum-1,Washington State,Pac-10,10,114,235,48.5,1677,7.1,5.5,6,11,107.5
52,Drew Brees*\drew-brees-1,Purdue,Big Ten,13,361,569,63.4,3983,7,6.8,39,20,137.8
53,Cleo Lemon\cleo-lemon-1,Arkansas State,Ind,12,183,387,47.3,2721,7,6.6,14,10,113.1
54,Romaro Miller\romaro-miller-1,Ole Miss,SEC,10,184,326,56.4,2273,7,6.1,11,11,119.4
55,Anthony Wright\anthony-wright-4,South Carolina,SEC,11,145,273,53.1,1899,7,6,10,10,116.3
56,Todd Husak\todd-husak-1,Stanford,Pac-10,11,233,447,52.1,3092,6.9,7,17,7,119.6
57,Graham Leigh\graham-leigh-2,New Mexico,WAC,12,198,376,52.7,2608,6.9,5.9,18,17,117.7
58,Andre Vige\andre-vige-1,Louisiana-Monroe,Ind,11,136,284,47.9,1967,6.9,6.7,17,9,119.5
59,Brandon Streeter\brandon-streeter-1,Clemson,ACC,11,150,282,53.2,1948,6.9,5.6,13,14,116.5
60,Rob Peters\rob-peters-1,Texas Tech,Big 12,9,96,183,52.5,1269,6.9,6.9,9,4,122.6
61,Brian Kuklick\brian-kuklick-1,Wake Forest,ACC,11,216,396,54.5,2683,6.8,5.6,14,17,114.5
62,Gavin Hoffman\gavin-hoffman-1,Northwestern,Big Ten,12,176,323,54.5,2199,6.8,5.7,13,14,116.3
63,Matt Lytle\matt-lytle-1,Pitt,Big East,11,159,306,52,2092,6.8,5.8,16,14,117.5
64,Ty Houghtaling\ty-houghtaling-1,New Mexico State,Big West,11,130,267,48.7,1820,6.8,6.3,20,12,121.7
65,Chris Kasteler\chris-kasteler-1,San Jose State,WAC,10,115,221,52,1505,6.8,6.5,12,7,120.8
66,Jermaine Alfred\jermaine-alfred-1,Baylor,Big 12,10,97,188,51.6,1268,6.7,5.3,2,7,104.3
67,Oscar Davenport\oscar-davenport-1,North Carolina,ACC,9,100,182,54.9,1208,6.6,6.8,8,3,121.9
68,James Washington\james-washington-2,Akron,MAC,11,148,300,49.3,1958,6.5,6,8,7,108.3
69,Jose Davis\jose-davis-1,Kent State,MAC,10,178,320,55.6,2046,6.4,5.6,9,10,112.4
70,Bart Hendricks\bart-hendricks-1,Boise State,Big West,10,150,279,53.8,1799,6.4,6.4,13,6,119
71,Antwaan Randle El\antwaan-randle-el-1,Indiana,Big Ten,11,127,273,46.5,1745,6.4,5,6,11,99.4
72,John Rayborn\john-rayborn-1,UTEP,WAC,11,139,258,53.9,1641,6.4,6.2,12,6,118
73,Billy Cockerham\billy-cockerham-1,Minnesota,Big Ten,11,92,180,51.1,1150,6.4,4.6,11,12,111.6
74,Jason McKinley\jason-mckinley-1,Houston,CUSA,11,218,386,56.5,2437,6.3,5.7,18,13,118.2
75,Brian Russell\brian-russell-1,San Diego State,WAC,11,123,230,53.5,1438,6.3,5.6,8,7,111.4
76,Chris Wallace\chris-wallace-1,Toledo,MAC,12,219,400,54.8,2476,6.2,6.1,17,8,116.8
77,Todd Bandhauer\todd-bandhauer-1,Iowa State,Big 12,11,179,355,50.4,2206,6.2,4.5,14,20,104.4
78,Pete Shepherd\pete-shepherd-1,Central Michigan,MAC,11,152,324,46.9,2005,6.2,4.9,4,11,96.2
79,Gabe Gross\gabe-gross-1,Auburn,SEC,9,88,197,44.7,1222,6.2,4.2,7,12,96.3
80,Dan Robinson\dan-robinson-1,Hawaii,WAC,12,163,354,46,2155,6.1,5.2,11,12,100.7
81,Brock Huard\brock-huard-1,Washington,Pac-10,9,168,315,53.3,1924,6.1,5.3,15,12,112.7
82,Justin Vedder\justin-vedder-1,California,Pac-10,11,210,386,54.4,2322,6,5.1,11,13,107.6
83,Bobby Campbell\bobby-campbell-1,Duke,ACC,11,101,206,49,1199,5.8,4.7,6,8,99.8
84,Chris Sanders\chris-sanders-4,SMU,WAC,10,99,181,54.7,1050,5.8,4.7,6,7,106.6
85,Clay Walters\clay-walters-1,Ball State,MAC,9,88,172,51.2,969,5.6,4.3,4,7,98
