Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate
21,Omar Jacobs\omar-jacobs-1,Bowling Green State,MAC,9,195,321,60.7,2591,8.1,8.7,26,7,150.9
22,Sam Hollenbach\sam-hollenbach-1,Maryland,ACC,11,192,315,61,2539,8.1,6.7,13,15,132.8
23,Isaiah Stanback\isaiah-stanback-1,Washington,Pac-10,11,143,264,54.2,2136,8.1,7.8,9,6,128.8
24,Paul Pinegar*\paul-pinegar-1,Fresno State,WAC,13,265,416,63.7,3335,8,7.8,30,15,147.6
25,Drew Tate*\drew-tate-1,Iowa,Big Ten,12,219,352,62.2,2828,8,8.4,22,7,146.4
26,Cody Hodges*\cody-hodges-1,Texas Tech,Big 12,12,353,531,66.5,4197,7.9,8.1,31,12,147.6
27,JaMarcus Russell*\jamarcus-russell-1,LSU,SEC,12,188,311,60.5,2443,7.9,7.5,15,9,136.6
28,Kevin Kolb*\kevin-kolb-1,Houston,CUSA,12,254,420,60.5,3258,7.8,7.1,19,15,133.4
29,Steven Moffett*\steven-moffett-1,UCF,CUSA,13,223,375,59.5,2925,7.8,7.9,22,9,139.5
30,Bret Meyer*\bret-meyer-1,Iowa State,Big 12,12,227,368,61.7,2876,7.8,7.6,19,10,138.9
31,Paul Smith*\paul-smith-2,Tulsa,CUSA,13,227,364,62.4,2847,7.8,8.2,20,6,142.9
32,Kyle Wright*\kyle-wright-1,Miami (FL),ACC,12,180,307,58.6,2403,7.8,7.5,18,10,137.2
33,Jeff Ballard*\jeff-ballard-1,Texas Christian,MWC,10,139,232,59.9,1801,7.8,7.5,13,7,137.6
34,Matt Ryan*\matt-ryan-1,Boston College,ACC,10,121,195,62.1,1514,7.8,7.4,8,5,135.7
35,James Pinkney\james-pinkney-1,East Carolina,CUSA,11,222,366,60.7,2773,7.6,7.4,14,8,132.5
36,Matt Moore\matt-moore-1,Oregon State,Pac-10,10,211,355,59.4,2711,7.6,5.8,11,19,123.1
37,Michael Robinson*\michael-robinson-1,Penn State,Big Ten,12,162,311,52.1,2350,7.6,7.2,17,10,127.2
38,Brandon Cox*\brandon-cox-1,Auburn,SEC,11,177,306,57.8,2324,7.6,7.4,15,8,132.6
39,Jeff Rowe*\jeff-rowe-1,Nevada,WAC,12,241,389,62,2925,7.5,7.4,21,10,137.8
40,Jared Zabransky*\jared-zabransky-1,Boise State,WAC,13,202,342,59.1,2562,7.5,6.4,18,16,130
41,Blake Mitchell*\blake-mitchell-1,South Carolina,SEC,11,186,315,59,2370,7.5,6.9,17,12,132.4
42,Brodie Croyle*\brodie-croyle-1,Alabama,SEC,12,202,339,59.6,2499,7.4,7.7,14,4,132.8
43,Bruce Gradkowski*\bruce-gradkowski-1,Toledo,MAC,11,207,332,62.3,2469,7.4,7.6,29,12,146.4
44,Reggie McNeal\reggie-mcneal-1,Texas A&M,Big 12,10,141,265,53.2,1963,7.4,7.1,16,9,128.6
45,Brett Basanez*\brett-basanez-1,Northwestern,Big Ten,12,314,497,63.2,3622,7.3,7.4,21,8,135.1
46,Josh Betts\josh-betts-1,Miami (OH),MAC,11,248,434,57.1,3178,7.3,7.2,27,13,133.2
47,Dustin Almond*\dustin-almond-1,Southern Mississippi,CUSA,12,216,394,54.8,2860,7.3,7.1,23,12,129
48,Corey Bramlet\corey-bramlet-1,Wyoming,MWC,11,214,359,59.6,2610,7.3,5.9,16,18,125.4
49,Marques Hagans*\marques-hagans-1,Virginia,ACC,12,213,343,62.1,2492,7.3,6.5,14,12,129.6
50,Charlie Whitehurst*\charlie-whitehurst-1,Clemson,ACC,11,229,340,67.4,2483,7.3,6.6,11,10,133.5
51,Nick Noce*\nick-noce-1,Arkansas State,Sun Belt,12,156,282,55.3,2052,7.3,6.5,12,10,123.4
52,Kole McKamey\kole-mckamey-1,New Mexico,MWC,9,144,231,62.3,1682,7.3,6.7,13,9,134.3
53,John Beck*\john-beck-1,Brigham Young,MWC,12,331,513,64.5,3709,7.2,7.1,27,13,137.6
54,Trent Edwards\trent-edwards-1,Stanford,Pac-10,11,168,268,62.7,1934,7.2,7.3,17,7,139
55,Kevin O'Connell\kevin-oconnell-2,San Diego State,MWC,12,233,375,62.1,2663,7.1,6.7,19,12,132.1
56,Chris Leak*\chris-leak-1,Florida,SEC,12,235,374,62.8,2639,7.1,7.4,20,6,136.5
57,Matt Kubik\matt-kubik-1,Louisiana Tech,WAC,11,171,312,54.8,2202,7.1,7.2,18,7,128.6
58,Tyler Palko\tyler-palko-1,Pitt,Big East,11,193,341,56.6,2392,7,6.8,17,9,126.7
59,Clint Marks\clint-marks-1,Middle Tennessee State,Sun Belt,11,197,298,66.1,2083,7,6.5,8,7,129
60,Rick Clausen\rick-clausen-1,Tennessee,SEC,9,120,209,57.4,1441,6.9,6.2,6,6,119.1
61,Drew Weatherford*\drew-weatherford-1,Florida State,ACC,13,276,469,58.8,3208,6.8,5.9,18,18,121.3
62,Steven Wichman\steven-wichman-1,Idaho,WAC,11,226,401,56.4,2746,6.8,5.6,15,18,117.2
63,Matt Baker\matt-baker-1,North Carolina,ACC,11,180,346,52,2345,6.8,5.9,9,11,111.2
64,Leon Jackson III\leon-jackson-iii-1,Utah State,WAC,9,132,229,57.6,1547,6.8,6.3,8,6,120.7
65,Danny Embick\danny-embick-1,Florida Atlantic,Sun Belt,9,120,225,53.3,1531,6.8,5.8,11,10,117.7
66,Jay Cutler\jay-cutler-1,Vanderbilt,SEC,11,273,462,59.1,3073,6.7,6.7,21,9,126.1
67,Kent Smith\kent-smith-1,Central Michigan,MAC,11,255,420,60.7,2799,6.7,6.8,16,6,126.4
68,Joel Klatt*\joel-klatt-1,Colorado,Big 12,12,241,400,60.3,2696,6.7,6.5,14,8,124.4
69,Josh Padrick\josh-padrick-1,Florida International,Sun Belt,11,221,366,60.4,2461,6.7,6.1,13,11,122.6
70,Joe Ayoob*\joe-ayoob-1,California,Pac-10,11,125,254,49.2,1707,6.7,5.4,15,14,114.1
71,Luke Getsy*\luke-getsy-1,Akron,MAC,13,278,525,53,3455,6.6,6.4,23,12,118.1
72,Chad Henne*\chad-henne-1,Michigan,Big Ten,12,223,382,58.4,2526,6.6,6.9,23,8,129.6
73,Rhett Bomar*\rhett-bomar-1,Oklahoma,Big 12,12,167,308,54.2,2018,6.6,5.7,10,10,113.5
74,Andre Woodson\andre-woodson-1,Kentucky,SEC,11,146,253,57.7,1644,6.5,5.9,6,6,115.4
75,Micheal Spurlock\micheal-spurlock-1,Ole Miss,SEC,11,142,267,53.2,1703,6.4,5.4,7,9,108.7
76,Allan Evridge\allan-evridge-1,Kansas State,Big 12,9,102,213,47.9,1365,6.4,5.5,6,7,104.4
77,Joey Lynch\joey-lynch-1,Ball State,MAC,11,198,314,63.1,1982,6.3,6.5,18,7,130.5
78,Adam Tafralis\adam-tafralis-1,San Jose State,WAC,11,142,286,49.7,1810,6.3,5.5,11,10,108.5
79,Jerad Romo\jerad-romo-1,SMU,CUSA,11,155,282,55,1781,6.3,5.8,9,7,113.6
80,Zac Taylor\zac-taylor-1,Nebraska,Big 12,12,237,430,55.1,2653,6.2,5.8,19,12,115.9
81,Matt Bohnet\matt-bohnet-1,Eastern Michigan,MAC,10,220,351,62.7,2181,6.2,6.4,14,5,125.2
82,Zac Dahman\zac-dahman-1,Army,Ind,11,168,299,56.2,1864,6.2,5,11,13,112
83,Blake Powers\blake-powers-1,Indiana,Big Ten,11,212,376,56.4,2305,6.1,5.4,22,16,118.7
84,Shawn Bell\shawn-bell-1,Baylor,Big 12,10,190,320,59.4,1964,6.1,6,12,6,119.6
85,Lester Ricard\lester-ricard-1,Tulane,CUSA,10,166,323,51.4,1932,6,5.3,16,12,110.6
86,Dustin Grutza\dustin-grutza-1,Cincinnati,Big East,11,168,300,56,1799,6,5.1,11,11,111.1
87,Drew Willy\drew-willy-1,Buffalo,MAC,10,149,246,60.6,1481,6,4.3,6,12,109.4
88,Steven Jyles\steven-jyles-1,Louisiana-Monroe,Sun Belt,11,209,379,55.1,2235,5.9,5.3,12,10,109.9
89,Tim Brasic\tim-brasic-1,Illinois,Big Ten,11,206,337,61.1,1979,5.9,5.1,11,11,114.7
90,Royal Gill\royal-gill-1,New Mexico State,WAC,10,195,328,59.5,1930,5.9,5.3,11,9,114.5
91,Pat Julmiste*\pat-julmiste-1,South Florida,Big East,12,124,252,49.2,1489,5.9,4.4,6,11,98
92,Mike McGann\mike-mcgann-1,Temple,Ind,11,122,250,48.8,1469,5.9,3.8,3,13,91.7
93,Brad Smith*\brad-smith-1,Missouri,Big 12,12,237,399,59.4,2304,5.8,5.4,13,9,114.1
94,Reggie Ball*\reggie-ball-1,Georgia Tech,ACC,11,182,379,48,2165,5.7,4.9,11,12,99.3
95,Michael Machen\michael-machen-1,Kent State,MAC,10,200,365,54.8,2078,5.7,4.1,11,18,102.7
96,Joey Vincent\joey-vincent-1,New Mexico State,WAC,12,113,215,52.6,1219,5.7,3.7,6,12,98.2
97,Perry Patterson\perry-patterson-1,Syracuse,Big East,11,130,273,47.6,1504,5.5,4.1,6,11,93.1
98,Curtis Painter\curtis-painter-1,Purdue,Big Ten,9,89,170,52.4,932,5.5,4.5,3,5,98.3
99,Zack Asack\zack-asack-1,Duke,ACC,9,90,180,50,966,5.4,3.9,5,8,95.4
100,Omarr Conner\omarr-conner-1,Mississippi State,SEC,11,86,167,51.5,903,5.4,5,8,5,106.7
101,Austen Everson\austen-everson-1,Ohio,MAC,11,105,220,47.7,1151,5.2,3.3,4,11,87.7
102,Bernard Morris\bernard-morris-1,Marshall,CUSA,9,114,216,52.8,1121,5.2,4.5,6,6,100
103,Daniel Meager\daniel-meager-1,North Texas,Sun Belt,11,101,202,50,941,4.7,3.3,4,8,87.7
